Go meetup номер 2^3,"ВНИМАНИЕ! Регистрация по ссылке: https://leader-id.ru/event/30350/Наш первый митап Go с удалёнными докладчиками!Этот формат развязывает нам руки и позволяет позвать докладчиков из других стран! ^^Присоединяйтесь к эксперименту. :)Доклады:* 14:00 Раздаём видео через Go, I/O-bound задачи - Илья Щербак (ВКонтакте, Санкт-Петербург)* 15:00 Поговорим об Open Source - Олег Ковалёв (Allegro, Варшава)* 16:00 Лучшие практики в Go и новости из 1.13 - Елена Граховац (n26, Берлин)После докладов вы сможете задать вопросы спикерам, мы постараемся устроить комфортные условия для общения.",13.10.2019,14:00 - 17:00 GMT+3,"Tochka Kipeniya - KazanPeterburgskaya St, 52 · Казань",https://www.meetup.com/ru-RU/GolangKazan/events/264886688/
Tech speaking club #golang,"Встреча в экспериментальном формате разговорного (дискуссионного) клуба.Мы будем сидеть в небольших группах и обсуждать предложенные темы. У каждого будет возможность послушать и высказаться. Кроме сурьёзных обсуждений будут предложены quiz'ы и развлекательные игры, и всё это с тематикой Go!Приходите если даже вы не знакомы с языком программирования Go!Ноутбуки брать с собой не обязательно, но с ними всегда веселее. :)P.S. - свои темы для обсуждения приносить разрешается, как и идеи для развлекательной программы. Формат очень свободный.",30.08.2019,19:00 - 21:00 GMT+3,"GrowUp Kazan коворкингUlitsa Ayvazovskogo, д.3 А · Казань",https://www.meetup.com/ru-RU/GolangKazan/events/264271531/
TechnoMeetsDroid X GDG,"Всем привет!GDG Kazan совместно с компанией «Технократия» приглашает вас на очередной митап по Андроиду. В неформальной обстановке будем обсуждать актуальные проблемы и тренды мира ИТ и разработки, а также слушать доклады от специалистов из индустрии. Давайте вместе развивать Казанское ИТ-коммьюнити!В программе три лекции от спикеров из индустрии, а также круглый стол на тему «Есть ли жизнь нативной разработке после релиза Фуксии?».Расписание:10:00 — Регистрация участников10:30 — Приветственные слова и немного о правилах проведения и планах.10:45 — Антон Казаков. Head of Android. Альфа Банк. «Как упростить код ревью с помощью Android Lint»11:45 — Артём Нуртдинов. Lead Android. Технократия. «Dive into RxJava 3. Changes and Migration issues.»12:45 — 13:45 — Перерыв на обед14:00 — Артур Бадретдинов. Tech Lead Manager . Vyng. «Как стать цифровым кочевником»15:00 — Дамир Фазуллин. Android Developer. SuperEgo. «Быстрая реализация экранов со списком»16:00 — 17:00 — Загит Талипов. Android Developer. Технократия. «Фриланс головного мозга, и как с этим жить»17:00–17:15 — Закрытие митапаРегистрируйся на мероприятие и приходи 14 марта в Телеграф Space на Пушкина 54/1.Регистрация по ссылке: https://technomeets.timepad.ru/event/1277552/",14.03.2020,10:00 - 17:30 GMT+3,"Телеграф SpacePushkin St, 54/1 · Казань",https://www.meetup.com/ru-RU/GDG-Kazan/events/269322144/
"Обсуждение конференций, митапов, а так же нововведений в Android 10","24 сентября, мы предлагаем встретиться в Антикафе Баклажан на Островского 21 в 19:00 по мск. В формате встречи-дискуссии обсудим конференции, митапы, участие в них в роли слуштаели и докладчика. Так же, пройдёмся по нововведениям в Android 10, к которым нам нужно подготовиться.Вам есть что рассказать, или интересно послушать коллег? Приходите, пообщаемся!",24.09.2019,19:00 - 21:00 GMT+3,"Ulitsa Ostrovskogo, 21Ulitsa Ostrovskogo, 21 · Казань",https://www.meetup.com/ru-RU/GDG-Kazan/events/264929880/
Fancy hats Go meetup,"Встречаемся в ноябре, обсудить разработку на Go и все, что с ним связано, а также пообщаться друг с другом, ведь мы не виделись целый месяц!На митап рекомендуется приходить в головных уборах. 🎩Расписание:* 18:00 - общаемся на открытии, берём стикеры, занимаем места.* 18:20 - (RU) Extending Python with Compiled Languages (Эмиль Шарифуллин, СКБ Контур, ex RedHat)Доклад о разработке библиотек для Python на других языках, а именно C и Go, что может не только ускорить Python приложение, но и позволит использовать существующие библиотеки других языков без их портирования.* 19:00 - (RU) Что нас ждёт в Go 1.14 (Матрёничев Дмитрий, Co-org SPb Go)Разберём, что появится нового, что изменится из старого.* 19:40 - небольшой перерыв.* 20:00 - (EN) Going Secure with Go (Natalie Pistunovich, Aerospike, Google Developer Expert for Go)In this talk, Natalie will discuss a broad range of aspects of Go application security by taking on writing secure code, dependency management and Docker images and containers security.",30.11.2019,18:00 - 21:00 GMT+3,"Pushkin St, 54Pushkin St, 54 · Казань",https://www.meetup.com/ru-RU/GolangKazan/events/266534841/
Microservices MeetUp,"Мы не могли пройти мимо этой актуальной темы и решили нашу следующую встречу полностью посвятить микросервисам!Что это такое? Как начать их использовать? Какие проблемы могут возникнуть и как их решить? - наши эксперты помогут разобраться в этом и поделятся своим практическим опытом.Организатор: компания ProvectusСпикеры:Эдуард Даутов (Software Engineer at Provectus): Скоринг ML моделей в микросервисной архитектуреДмитрий Петухов (Software Engineer at Provectus): Микросервисы на практике. Начало.Когда ждать Microservices MeetUp?20 октября 2017, в 19:00Вход свободный, регистрация уже открыта и обязательна для всех!http://expertfridays.com/meetups/microservices-meetup/Место встречи - Казань, ШТАБ, ул.Татарстан, 20За дополнительной информацией обращайся:Татьяна КовалеваE-mail: [masked]Skype: tkovaleva.1Тел: +7 (927)[masked]",20.10.2017,19:00 - 22:00 GMT+3,"ШТАБ: Резиденция креативных индустрийул. Татарстан, 20 · Казань",https://www.meetup.com/ru-RU/Kazan-Expert-Fridays-Meetups/events/244369098/
Второй OpenStack Meetup в Казани,"19 октября 2017 приглашаем всех в Казань на проведение OpenStack Meetup !Участие бесплатное !Обсудим последние новшества в экосистеме OpenStack, познакомимся с российскими решениями на его основе, с опытом компаний по его внедрению и поддержке, а так-же отметим 7-ми летие OpenStack!Темы выступлений:14:15 Илья Алексеев: ""Приветственное слово, рассказ о актуальной ситуации в Foundation и сообществе""14:40 Радик Юсупов: ""Обучение OpenStack. Что происходит с рынком, кому и какие специалисты нужны?""15:10 Владимир Ливинский (ТИОНИКС): ""Практика внедрение OpenStack в сегменте B2G. Опыт ТИОНИКС""16:00 Максим Боженко (Hystex): ""OpenStack как облако для Disaster Recovery""16:30 Евгений Вайнштайн (Canonical): ""FaaS и что с этим делать""17:00 Круглый стол. Будем обсуждать трудности, опыт с OpenStack и Ceph.Планируется:• Youtube-трансляция с созданением записей выступающих. Все ссылки будут скидываться в чат OpenStack Russia в телеграме.",19.10.2017,14:00 - 18:45 GMT+3,"Коворкинг ""Grow UP""ул. Айвазовского 3а · Казань",https://www.meetup.com/ru-RU/OpenStack-Russia-Kazan/events/243518457/
Первый OpenStack Meetup в Казани,"21 апреля 2016 приглашаем всех в Казань на проведение OpenStack Meetup !Участие бесплатное !Обсудим последние новшества в экосистеме OpenStack, познакомимся с российскими решениями на его основе, с опытом компаний по его внедрению и поддержке.Программа выступлений:• Илья Алексеев, координатор сообщества OpenStack Russia: Приветственное слово, последние новости OpenStack Foundation.• Радик Юсупов, руководитель проекта ТИОНИКС (спонсоры митапа): OpenStack и модули ТИОНИКС• Владимир Главчев, управляющий директор SUSE в РФ и странах СНГ (спонсоры митапа): OpenStack - ключевой компонент программно-реализуемых ЦОД• Дмитрий Малин, генеральный директор ASD Tech: Биллинг в OpenStack• Андрей Маркелов, старший менеджер по архитектуре компании Ericsson: OpenStack для Telco Cloud. SDN/NFV - будущее сетевых технологий• Обсуждение планов работы сообщества OpenStack Kazan, выборы координатора сообщества OpenStack KazanВсе участники получат памятные футболки митапа !Во время митапа предусмотрены 3 кофе-брейка с легкой закуской (в начале, в середине и в конце). По завершении митапа можно будет продолжить свободное общение в ресторанах и барах отеля ""Мираж"".Митап проходит в день открытия конференции ISDEF (http://2016s.isdef.org)Спонсоры митапа: ТИОНИКС (http://tionixlabs.ru), SUSE (http://www.suse.com) (Micro Focus)По всем вопросам к организаторам можно обращаться по адресу: [masked]",21.04.2016,13:00 - 18:45 GMT+3,"отель Мираж, Малый бальный залул. Московская, 5 · Казань",https://www.meetup.com/ru-RU/OpenStack-Russia-Kazan/events/225176497/
Нижний в Казани Go meetup,"Встречаемся в Июле для обсуждения разработки на Go.Вас ждут несколько спикеров из Нижнего Новгорода, которые используют Go в рабочей практике.Программа:* Доклад 1. ""Хэш таблицы в Go: детали реализации"" - Дарья Колистратова (RetailNext).* Доклад 2. ""GORM головного мозга"" - Мария Булатова.* Перерыв, networking.* Доклад 3. ""Как начать экспериментировать с машинным обучением в Go"" - Алексей Павлюков.* afterparty. (Если вам интересно, не торопитесь убегать после официальной части.)",27.07.2019,16:00 - 19:00 GMT+3,"Ulitsa Tatarstan, 20Ulitsa Tatarstan, 20 · Казань",https://www.meetup.com/ru-RU/GolangKazan/events/263197015/
Techno Meets Droid X GDG,"Привет. Ты на странице серии митапов TechnoMeets от компании «Технократия». Первый митап посвящен android-разработке. В программе три лекции от спикеров из индустрии, а также круглый стол на тему «Есть ли жизнь нативной разработке после релиза Фуксии?».Основная регистрация здесь: https://technomeets.timepad.ru/event/1277552/Митап проводится при поддержке GDG Kazan.Расписание:10:00 — Регистрация участников10:30 — Приветственные слова и немного о правилах проведения и планах.10:45 — Антон Казаков. Head of Android. Альфа Банк. «Как упростить код ревью с помощью Android Lint»11:45 — Артём Нуртдинов. Lead Android. Технократия. «Dive into RxJava 3. Changes and Migration issues.»12:45 — 13:45 — Перерыв на обед14:00 — Загит Талипов. Android Developer. Технократия. «Фриланс головного мозга, и как с этим жить»15:00 — Нетворкинг участников / Тайный гость16:00 — 17:00 — Круглый стол на тему: «Есть ли жизнь нативной разработке после релиза Фуксии?»17:00–17:15 — Закрытие митапаРегистрируйся на мероприятие и приходи 14 марта в Телеграф Space на Пушкина 54/1.",14.03.2020,10:00 - 18:00 GMT+3,"Телеграф SpacePushkin St, 54/1 · Казань",https://www.meetup.com/ru-RU/Techno-Meets/events/269207684/
Data Science Meetup,"Не пропусти, это заключительный Data Science Meetup этого года!Вас ждут:— практические примеры работы на хакатонах и кэггле с time series— краткий экскурс в методы анализа рентгена— обзор последних разработок в области text-to-speech— обмен опытом, новые проекты— позитивный нетворкинг, горячий чай/кофе и много вкусностей.Cпикеры:— Юрий Гаврилин (Provectus), который расскажет про time series— Ильяс Сиразитдинов (Лаборатория анализа медицинских изображений, Университет Иннополис) с темой “Анализ рентгена грудной полости методами машинного обучения и глубокого обучения”— Ленар Габдрахманов (Provectus), который поделится с нами разработками в области Speech synthesis.Вход свободный по предварительной регистрацииСсылка на регистрацию:https://provectus.com/events/#kazan-data-science-meetupОстались вопросы? Напиши мне!Надежда Князеваtelegram [masked]",9.12.2018,10:30 - 13:30 GMT+3,"Коворкинг ""Grow UP""ул. Айвазовского 3а · Казань",https://www.meetup.com/ru-RU/TechBar-Data-Science-Meetups/events/256712259/
InvestMe,"InvestMe — это сообщество частных инвесторов и основателей бизнеса объеденных для реализации перспективных проектов и идей.План мероприятия:1. Инвестору. 18:30 — 19:30.- Международная методология отбора инвестиционных проектов с перспективой кратного роста, какие шесть факторов нужно знать о проекте перед входом в сделку?- Как защитить свои инвестиции? Юридическое оформление инвестиционных сделок.- Как встраивать инвестиции в свой финансовый план?2. Проекту. 19:30 — 21:00- Презентация проекта перед частными инвесторами и фонадми;- Обратаня связь экспертов по проекту.Форма на питч проекта: https://forms.gle/LBfJxYNamGJGyN3z8Проекты.1. Маркетинговая платформа для создания автоворонок продаж в мессенджерах, с помощью которых можно минимум в 2 раза снизить стоимость привлечения клиента, автоматизировать продажи2. Анимационная студия, Монетизация детских мультфильмов через ютуб и др площадки с доходом свыше 100% годовых3. Сеть магазинов по продаже детской одежды, обуви и игрушек, работающая в эконом-сегменте4. Сеть магазинов по продаже сыра с среднем и средний+ сегменте5. Повышение качества перевозок путем анализа и мониторинга логистических процессов, задача комплекса которого является обеспечения своевременной доставки грузов, сокращения финансовых издержек, предотвращение порчи и хищения груза за счет внедрения системы мониторинга.6. Fleur Femme — агрегатор модных, бутиков будет специализироваться на маленьких независимых бутиках, продающих женские вещи, аксессуары",7.11.2019,18:30 - 21:00 GMT+3,Агенство Инвестиционного Развитияулица Агрономическая 11 · Казань,https://www.meetup.com/ru-RU/Kazan-Blockchain-Meetup-Group/events/266217291/
Питч-сессия InvestMe,"InvestMe — это сообщество частных инвесторов и основателей бизнеса объеденных для реализации перспективных проектов и идей.План мероприятия:1. Инвестору. 18:30 — 19:30.- Международная методология отбора инвестиционных проектов с перспективой кратного роста, какие шесть факторов нужно знать о проекте перед входом в сделку?- Как защитить свои инвестиции? Юридическое оформление инвестиционных сделок.- Как встраивать инвестиции в свой финансовый план?2. Проекту. 19:30 — 21:00- Презентация проекта перед частными инвесторами и фонадми;- Обратаня связь экспертов по проекту.Форма на питч проекта: https://forms.gle/LBfJxYNamGJGyN3z8Проекты.1. Маркетинговая платформа для создания автоворонок продаж в мессенджерах, с помощью которых можно минимум в 2 раза снизить стоимость привлечения клиента, автоматизировать продажи2. Анимационная студия, Монетизация детских мультфильмов через ютуб и др площадки с доходом свыше 100% годовых3. Сеть магазинов по продаже детской одежды, обуви и игрушек, работающая в эконом-сегменте4. Сеть магазинов по продаже сыра с среднем и средний+ сегменте5. Повышение качества перевозок путем анализа и мониторинга логистических процессов, задача комплекса которого является обеспечения своевременной доставки грузов, сокращения финансовых издержек, предотвращение порчи и хищения груза за счет внедрения системы мониторинга.6. Fleur Femme — агрегатор модных, бутиков будет специализироваться на маленьких независимых бутиках, продающих женские вещи, аксессуары",7.11.2019,18:30 - 21:00 GMT+3,Агентство Инвестиционного Развитияулица Агрономическая 11 · Казань,https://www.meetup.com/ru-RU/Kazan-Blockchain-Meetup-Group/events/266217346/
Android Developers Meetup,"Соскучились по нам? А вот и мы, скоро новый митап! 🔥❓Когда? 6 марта 2020 (пятница)❓Во сколько? Начало ровно в 19:00❓До скольки? Закончим примерно в 21:30❓Где? Офис компании ""Супер Эго"" (Кремлёвская, 21)* Пост с подсказкой, как туда добраться 👇🏻https://vk.com/gdgkazan?w=wall-119719934_535* P.S. Да-да, прошлый митап тоже был там)❓КАКИЕ БУДУТ ДОКЛАДЫ?1. Андрей Данилов @ Avitoрасскажет об Организации и инфраструктура дизайн-системы Avito2. Дмитрий Гордин @ Innopolis Universityрасскажет о том, на какие проблемы можно натолкнуться, работая с нейросетями в Андроиде3. Раиль Камалов @ АБЦТрасскажет о том, как они реализовали архитектуру, основанную на уходе от полного событийного программирования в сторону on-demand events, и что из этого вышлоВторой и третий доклады уточняются💡МЫ ЗНАЕМ, ТЕБЕ ЕСТЬ О ЧЁМ РАССКАЗАТЬЛюбой желающий может подготовить доклад связанный с Android, IT, Soft Skills или о чем-нибудь еще, и рассказать его.Присоединяйтесь к команде докладчиков, пишите организаторам GDG (Telegram: @gaket )🔥Увидимся на митапе!🔥",6.03.2020,19:00 - 22:00 GMT+3,"Kremlyovskaya St, 21Kremlyovskaya St, 21 · Казань",https://www.meetup.com/ru-RU/GDG-Kazan/events/269059337/
